#,Traffic (desc),Traffic (Percent %),# of Keywords,Referring Domains,URL,Top Keyword,Its Volume,Position,Page URL inside,Traffic value
687,888,0.02,434,96,https://www.gsmarena.com/apple_ipad_3_wi_fi-4621.php,ipad 3,6700,5,,562
688,886,0.02,532,81,https://www.gsmarena.com/samsung_gear_s2-7678.php,samsung gear s2 features list,70,1,,1019
689,885,0.02,581,99,https://www.gsmarena.com/apple_ipad_mini_wi_fi-5070.php,ipad mini 1,5100,10,,639
690,883,0.02,57,86,https://www.gsmarena.com/apple_unveils_purple_color_for_the_iphone_12_and_12_mini_available_april_30-news-48752.php,iphone 12 colors,130000,21,,39
691,881,0.02,25,1,https://www.gsmarena.com/compare.php3?idPhone1=9115&idPhone2=8966,lg g7 thinq vs samsung s9,400,1,,22
692,881,0.02,98,62,https://www.gsmarena.com/sony_xperia_z4_tablet_lte-7069.php,sony xperia z4 tablet,600,1,,661
693,880,0.02,220,168,https://www.gsmarena.com/apple_ipad_air_(2020)-10444.php,ipad air 2020,17000,12,,1017
694,877,0.02,447,36,https://www.gsmarena.com/apple_iphone_5-pictures-4910.php,iphone5 image,450,1,,1689
695,877,0.02,106,110,https://www.gsmarena.com/motorola_droid_razr_xt912-4101.php,droid razr xt 912,400,1,,319
696,876,0.02,26,223,https://www.gsmarena.com/huawei_mate_x-9605.php,huawei mate x,6700,3,,0
697,875,0.02,4,9,https://www.gsmarena.com/blu_g9_pro-9811.php,blu g9 pro,8900,3,,0
698,874,0.02,6,22,https://www.gsmarena.com/lg_g7_fit-9305.php,lg g7 fit,3800,1,,3
699,874,0.02,739,51,https://www.gsmarena.com/samsung_galaxy_s6-pictures-6849.php,samsung galaxy s6,32000,1,Sitelinks,1382
700,871,0.02,10,113,https://www.gsmarena.com/oppo_f9_(f9_pro)-9286.php,oppo f9,1800,1,,0
701,869,0.02,11,0,https://www.gsmarena.com/compare.php3?idPhone1=9300&idPhone2=9540,lg v40 vs lg g8,1400,1,,0
702,869,0.02,81,3,https://www.gsmarena.com/compare.php3?idPhone1=8346&idPhone2=7821,s7 vs pixel,90,1,,263
703,869,0.02,8,74,https://www.gsmarena.com/xiaomi_mi_8_pro-9336.php,xiaomi mi 8 pro,1900,1,,0
704,868,0.02,26,10,https://www.gsmarena.com/compare.php3?idPhone1=9848&idPhone2=10509,iphone 11 vs 12,13000,11,,1
705,868,0.02,11,2,https://www.gsmarena.com/sonim_xp8-reviews-9147.php,sonim xp8 reviews,1500,1,,75
706,867,0.02,312,35,https://www.gsmarena.com/motorola_moto_360_(1st_gen)-7682.php,moto 360 1st gen,700,1,,402
707,865,0.02,6,158,https://www.gsmarena.com/nokia_3-8572.php,nokia 3,4200,1,,1193
708,865,0.02,30,69,https://www.gsmarena.com/this_is_what_the_new_m1x_mac_mini_could_look_like__thinner_with_better_ports-news-49294.php,mac mini m1,4200,1,Top stories,178
709,864,0.02,120,9,https://www.gsmarena.com/compare.php3?idPhone1=8346&idPhone2=8345,google pixel vs pixel xl,200,1,,1381
710,862,0.02,10,120,https://www.gsmarena.com/nokia_1-9052.php,nokia 1,2000,1,,5233
711,859,0.02,18,72,https://www.gsmarena.com/apple_iphone_12_pro_max-review-2200p3.php,iphone 12 pro max battery,1200,1,Featured snippet,0
712,859,0.02,82,147,https://www.gsmarena.com/samsung_galaxy_watch_active2-9784.php,galaxy watch active2,9500,8,,45
713,858,0.02,4,41,https://www.gsmarena.com/lg_k50-9586.php,lg k50,4700,1,,18
714,856,0.02,590,88,https://www.gsmarena.com/samsung_galaxy_s5_neo-6506.php,galaxy s5 neo,500,1,,628
715,855,0.02,118,108,https://www.gsmarena.com/lg_g_flex2-6916.php,lg g flex 2,900,1,,613
716,853,0.02,8,134,https://www.gsmarena.com/oppo_reno2-9798.php,oppo reno 2,1900,1,,0
717,852,0.02,53,4,https://www.gsmarena.com/compare.php3?idPhone1=9732&idPhone2=9788,note 10 vs note 10 plus,6700,5,,0
718,849,0.02,46,50,https://www.gsmarena.com/apple_iphone_se_(2020)-reviews-10170.php,iphone se 2020 review,10000,8,,361
719,849,0.02,97,56,https://www.gsmarena.com/samsung_galaxy_s4_mini_i9195i-7468.php,gti9195,350,1,,504
720,848,0.02,183,23,https://www.gsmarena.com/lg_volt-6357.php,lg volt specs,150,1,,1578
721,848,0.02,77,148,https://www.gsmarena.com/apple_ipad_air_(2019)-9638.php,ipad air 3,45000,16,,596
722,846,0.02,24,131,https://www.gsmarena.com/samsung_galaxy_a6+_(2018)-9156.php,samsung a6 plus,1100,1,,56
723,845,0.02,38,59,https://www.gsmarena.com/asus_zenfone_4_ze554kl-8782.php,asus zenfone 4,700,1,,170
724,845,0.02,9,105,https://www.gsmarena.com/samsung_galaxy_a21s-review-2142.php,samsung a21s,3600,2,,0
725,845,0.02,125,5,https://www.gsmarena.com/compare.php3?idPhone1=8505&idPhone2=8161,s8 vs note 8,90,1,,219
726,844,0.02,46,5,https://www.gsmarena.com/blu_vivo_xi+-9307.php,blu vivo xi+,4200,5,,8
727,844,0.02,33,80,https://www.gsmarena.com/sony_xperia_xa1-8596.php,sony xperia xa1,2300,1,,144
728,844,0.02,102,42,https://www.gsmarena.com/alcatel_idol_4-7897.php,alcatel idol 4,500,1,,321
729,843,0.02,214,10,https://www.gsmarena.com/lg_g3_(cdma)-6572.php,verizon lg g3 specs,100,1,,693
730,842,0.02,105,1,https://www.gsmarena.com/compare.php3?idPhone1=7945&idPhone2=8064,iphone 7 or galaxy s7 edge,150,1,,1327
731,842,0.02,59,57,https://www.gsmarena.com/huawei_ascend_mate2_4g-5949.php,huawei ascend mate2 specs,250,1,,556
732,842,0.02,966,53,https://www.gsmarena.com/samsung_galaxy_s5-pictures-6033.php,samsung galaxy s5,20000,1,Sitelinks,1012
733,841,0.02,7,60,https://www.gsmarena.com/huawei_should_focus_on_software_company_founder_suggests-news-49286.php,huawei news,5900,1,Top stories,211
734,836,0.02,7,0,https://www.gsmarena.com/compare.php3?idPhone1=9995&idPhone2=10081,a71 vs s20,800,1,,0
735,836,0.02,211,4,https://www.gsmarena.com/samsung_galaxy_s6_edge_(usa)-7166.php,galaxy s6 edge sizes,500,3,,1138
736,835,0.02,15,77,https://www.gsmarena.com/honor_8_pro-8568.php,huawei honor 8 pro,1000,1,,99
737,834,0.02,6,133,https://www.gsmarena.com/honor_9_lite-8962.php,honor 9 lite,2300,1,,5
738,833,0.02,3,165,https://www.gsmarena.com/xiaomi_redmi_7a-9716.php,xiaomi redmi 7a,1500,1,,0
739,831,0.02,20,167,https://www.gsmarena.com/honor_view_20-9468.php,honor view 20,2100,1,,0
740,829,0.02,13,92,https://www.gsmarena.com/panasonic_launches_the_lumix_gh5_ii_teases_the_upcoming_gh6-news-49301.php,panasonic gh5,17000,4,Top stories,967
741,829,0.02,102,102,https://www.gsmarena.com/spotify_now_lets_you_download_songs_to_your_apple_watch-news-49252.php,spotify news,2100,1,Top stories,1219
742,828,0.02,95,123,https://www.gsmarena.com/samsung_galaxy_tab_3_8_0-5456.php,galaxy tap 3 8.0,400,1,,703
743,828,0.02,22,437,https://www.gsmarena.com/nokia_5800_xpressmusic-2537.php,nokia5800,350,1,,94
744,828,0.02,86,16,https://www.gsmarena.com/kyocera_duraforce_pro-8268.php,kyocera duraforce pro,22000,4,,910
745,826,0.02,8,100,https://www.gsmarena.com/honor_play-9230.php,honor play,3400,1,,0
746,823,0.02,4,2,https://www.gsmarena.com/compare.php3?idPhone1=10123&idPhone2=9256,pixel 3 vs 4a,1000,1,,0
747,822,0.02,76,27,https://www.gsmarena.com/t_mobile_g2-3518.php,tomobile g2,300,1,,154
748,821,0.02,4,58,https://www.gsmarena.com/lg_k92_5g-10564.php,lg k92,3000,3,,0
749,821,0.02,75,211,https://www.gsmarena.com/xiaomi_mi_mix_2-8529.php,xiaomi mi mix 2,1500,1,,123
750,821,0.02,8,143,https://www.gsmarena.com/nokia_3_1-9215.php,nokia 3.1,4500,1,,1
751,820,0.02,57,25,https://www.gsmarena.com/sony_xperia_z5_premium_dual-7538.php,xperia z5 premium,800,3,,115
752,820,0.02,21,93,https://www.gsmarena.com/samsung_galaxy_j4+-9335.php,samsung j4 plus,800,1,,273
753,818,0.02,19,81,https://www.gsmarena.com/asus_zenfone_max_pro_(m2)_zb631kl-9410.php,asus zenfone max pro m2,1200,1,,33
754,816,0.02,105,5,https://www.gsmarena.com/lg_g_pad_5_10_1-9952.php,lg g pad 5,3800,6,,260
755,814,0.02,14,111,https://www.gsmarena.com/realme_3_pro-9669.php,realme 3 pro,2100,1,,3
756,814,0.02,125,21,https://www.gsmarena.com/asus_zenpad_s_8_0_z580ca-7367.php,asus zenpad s 8.0,600,2,,209
757,814,0.02,128,46,https://www.gsmarena.com/samsung_galaxy_tab_a_8_0_(2017)-8725.php,sm-t380,2100,5,,198
758,813,0.02,118,48,https://www.gsmarena.com/samsung_galaxy_tab_s_8_4-6439.php,galaxy tab s 8.4 spec,200,1,,677
759,812,0.02,970,73,https://www.gsmarena.com/apple_iphone_6-pictures-6378.php,iphone 6,70000,4,Sitelinks,1677
760,811,0.02,6,8,https://www.gsmarena.com/huawei_p30_lite-reviews-9545.php,huawei p30 lite,16000,6,,0
761,811,0.02,158,72,https://www.gsmarena.com/lg_k8-7927.php,lg k8,4600,5,,1055
762,810,0.02,16,165,https://www.gsmarena.com/nokia_2-8513.php,nokia 2,4300,1,,80
763,808,0.02,20,24,https://www.gsmarena.com/compare.php3?idPhone1=9848&idPhone2=9319,iphone xs vs iphone 11,7700,9,,0
764,807,0.02,3,175,https://www.gsmarena.com/xiaomi_mi_note_10_pro-9945.php,xiaomi mi note 10 pro,4600,1,,0
765,805,0.02,129,11,https://www.gsmarena.com/blu_r1_hd-8171.php,blu r1 hd,1100,4,,145
766,803,0.02,902,30,https://www.gsmarena.com/apple_iphone_6s-pictures-7242.php,iphone 6s,139000,4,Sitelinks,1770
767,803,0.02,5,7,https://www.gsmarena.com/alcatel_go_flip_v-10501.php,alcatel go flip,15000,7,,299
768,802,0.02,74,93,https://www.gsmarena.com/htc_droid_dna-5113.php,droid dna specifications,350,1,,394
769,801,0.02,35,30,https://www.gsmarena.com/amazon_fire_hd_10_plus_(2021)-10882.php,fire hd 10 tablet,18000,6,,364
770,800,0.02,304,13,https://www.gsmarena.com/lg_tribute-6812.php,lg tribute,4500,4,,1896
771,800,0.02,78,85,https://www.gsmarena.com/asus_zenfone_5_ze620kl-9061.php,asus zenfone 5,1100,2,,69
772,800,0.02,8,52,https://www.gsmarena.com/alcatel_3v-9004.php,alcatel 3v,9400,4,,0
773,799,0.02,101,33,https://www.gsmarena.com/lg_stylus_3-8492.php,lg stylus 3,600,1,,975
774,795,0.02,23,0,https://www.gsmarena.com/compare.php3?idPhone1=8733&idPhone2=9256,pixel 2 vs pixel 3,800,1,,0
775,793,0.02,21,72,https://www.gsmarena.com/sony_xperia_l1-8619.php,sony xperia l1,1300,1,,140
776,793,0.02,40,155,https://www.gsmarena.com/samsung_galaxy_a9_pro_(2016)-7903.php,samsung a9 pro,400,1,,903
777,791,0.02,191,14,https://www.gsmarena.com/lg_g_vista-6569.php,lg g vista,600,1,,994
778,790,0.02,47,39,https://www.gsmarena.com/apple_iphone_11-reviews-9848.php,iphone 11 review,11000,9,,20
779,789,0.02,101,94,https://www.gsmarena.com/samsung_galaxy_j3_(2017)-8438.php,samsung galaxy j3 2017,700,1,,925
780,789,0.02,637,22,https://www.gsmarena.com/apple_iphone_6_plus-pictures-6665.php,iphone 6 plus image,300,2,,1867
781,788,0.02,23,39,https://www.gsmarena.com/compare.php3?idPhone1=9408&idPhone2=9690,pixel 3a vs 3a xl,2200,2,,0
782,788,0.02,55,19,https://www.gsmarena.com/compare.php3?idPhone1=9859&idPhone2=8860,apple watch series 3 vs 5,8100,9,,1
783,786,0.02,272,136,https://www.gsmarena.com/apple_watch_series_5-9859.php,apple watch 5,42000,15,,278
784,785,0.02,123,37,https://www.gsmarena.com/samsung_galaxy_tab_pro_10_1-5940.php,sm-t520,800,2,,590
785,785,0.02,91,54,https://www.gsmarena.com/motorola_droid_ultra-5605.php,droid ultra,250,1,,693
786,781,0.02,44,175,https://www.gsmarena.com/htc_touch_diamond-2368.php,htc daimont,300,3,,34
787,781,0.02,42,88,https://www.gsmarena.com/more_google_pixel_6_and_5a_rumors_surface__performance_pricing_colors-news-49270.php,pixel 5a,3600,1,Top stories,660
788,780,0.02,149,103,https://www.gsmarena.com/samsung_galaxy_s_iii_i747-4803.php,galaxy s3 at t,400,2,,382
789,780,0.02,243,341,https://www.gsmarena.com/apple_iphone_3gs-2826.php,iphone 3,11000,8,,826
790,778,0.02,86,66,https://www.gsmarena.com/motorola_droid_razr_maxx_hd-4972.php,razormaxx hd,500,1,,239
791,775,0.02,89,23,https://www.gsmarena.com/samsung_galaxy_note_pro_12_2-6048.php,samsung galaxy note pro 12.2,1400,5,,476
792,772,0.01,5,201,https://www.gsmarena.com/xiaomi_redmi_8-9800.php,redmi 8,3500,1,,1
793,772,0.01,43,58,https://www.gsmarena.com/asus_zenfone_3_ze520kl-8197.php,zenfone 3,1700,2,,101
794,771,0.01,96,22,https://www.gsmarena.com/compare.php3?idPhone1=7969&idPhone2=7242,iphone 6s vs iphone se,1900,5,,1871
795,767,0.01,67,12,https://www.gsmarena.com/asus_zenpad_s_8_0_z580c-7366.php,asus p01m,500,1,,217
796,765,0.01,11,4,https://www.gsmarena.com/t_mobile_revvl_5g-reviews-10486.php,revvl 5g,8000,7,,1
797,765,0.01,119,1,https://www.gsmarena.com/compare.php3?idPhone1=7969&idPhone2=6378,iphone 6 vs se,1200,3,,2235
798,763,0.01,180,179,https://www.gsmarena.com/lg_g_flex-5806.php,lg g flex,600,1,,787
799,761,0.01,102,116,https://www.gsmarena.com/sony_xperia_xa-7950.php,sony xperia xa,1200,1,,282
800,759,0.01,15,185,https://www.gsmarena.com/motorola_edge+-10119.php,motorola edge plus,6300,6,,17
801,759,0.01,106,30,https://www.gsmarena.com/compare.php3?idPhone1=10596,compare phones,17000,1,Sitelinks,3388
802,756,0.01,204,22,https://www.gsmarena.com/htc_one_(m8)_cdma-6233.php,htc one m8 camera spec,400,3,,322
803,754,0.01,33,132,https://www.gsmarena.com/sony_xperia_x_performance-7949.php,xperia x performance,900,1,,249
804,754,0.01,42,14,https://www.gsmarena.com/sony_xperia_z4_compact-6957.php,sony xperia z4,600,1,,155
805,754,0.01,9,132,https://www.gsmarena.com/honor_10_lite-9403.php,honor 10 lite,2200,1,,0
806,751,0.01,31,3,https://www.gsmarena.com/lg_stylo_5-reviews-9758.php,stylo 5,26000,8,,5
807,749,0.01,33,4,https://www.gsmarena.com/compare.php3?idPhone1=10261&idPhone2=10040,note 20 ultra vs s20 ultra,2200,4,,0
808,747,0.01,45,123,https://www.gsmarena.com/lg_g_pad_8_3-5673.php,lg g pad 8.3,900,1,,468
809,747,0.01,85,112,https://www.gsmarena.com/samsung_galaxy_tab_s_8_4_lte-6435.php,samsung galaxy tab s 8.4,800,2,,588
810,747,0.01,202,8,https://www.gsmarena.com/compare.php3?idPhone1=8131&idPhone2=8858,iphone x vs iphone 8 plus,600,3,,17
811,743,0.01,451,23,https://www.gsmarena.com/motorola_moto_360_46mm_(2nd_gen)-7683.php,moto 360 2nd gen specs,80,1,,587
812,742,0.01,74,331,https://www.gsmarena.com/samsung_galaxy_s_duos_s7562-4883.php,galaxys duos,250,1,,485
813,742,0.01,207,129,https://www.gsmarena.com/news.php3,smartphone news,1600,2,,3881
814,742,0.01,69,62,https://www.gsmarena.com/motorola_moto_x_force-7555.php,moto x force,800,1,,840
815,742,0.01,80,8,https://www.gsmarena.com/compare.php3?idPhone1=9788&idPhone2=9536,s10 vs note 10,1800,6,,0
816,740,0.01,156,45,https://www.gsmarena.com/lg_g4_stylus-7212.php,lg g4 stylus,400,1,,674
817,736,0.01,24,11,https://www.gsmarena.com/samsung_galaxy_s10-reviews-9536.php,galaxy s10 review,5700,7,,0
818,736,0.01,152,55,https://www.gsmarena.com/lg_l90_d405-6100.php,lg 90 spec,500,2,,929
819,735,0.01,770,38,https://www.gsmarena.com/apple_iphone_5s-pictures-5685.php,image of iphone 5s,450,2,,1107
820,735,0.01,25,58,https://www.gsmarena.com/asus_zenfone_4_max_zc554kl-8749.php,asus zenfone 4 max,900,1,,0
821,735,0.01,48,111,https://www.gsmarena.com/samsung_galaxy_s_duos_2_s7582-5876.php,samsung duo 2,400,1,,858
822,734,0.01,506,118,https://www.gsmarena.com/apple_ipad_mini_4_(2015)-7561.php,ipad mini 4 specs,1000,4,,648
823,734,0.01,7,1,https://www.gsmarena.com/compare.php3?idPhone1=10081&idPhone2=10080,s20 vs s20+,3600,3,,0
824,733,0.01,105,78,https://www.gsmarena.com/samsung_galaxy_mega_2-6482.php,galaxy mega 2,250,1,,338
825,731,0.01,82,106,https://www.gsmarena.com/sony_xperia_m4_aqua-7068.php,sony xperia m4 aqua,500,1,,334
826,731,0.01,279,22,https://www.gsmarena.com/apple_iphone_5c-pictures-5690.php,picture of iphone 5 c,500,1,,926
827,730,0.01,33,1,https://www.gsmarena.com/compare.php3?idPhone1=10662&idPhone2=10809,compare phones,17000,1,Sitelinks,3121
828,729,0.01,7,114,https://www.gsmarena.com/vivo_v15_pro-9553.php,vivo v15 pro,2300,1,,0
829,728,0.01,3,8,https://www.gsmarena.com/lg_q8_(2018)-9285.php,lg q8,1400,1,,3017
830,728,0.01,29,24,https://www.gsmarena.com/compare.php3?idPhone1=8573&idPhone2=10170,iphone se vs iphone 8,8300,9,,99
831,725,0.01,88,93,https://www.gsmarena.com/sharp_aquos_crystal-6590.php,sharp aquos crystal,500,1,,128
832,723,0.01,26,63,https://www.gsmarena.com/asus_zenfone_3_ultra_zu680kl-8130.php,zenfone 3 ultra,400,1,,93
833,723,0.01,6,87,https://www.gsmarena.com/vivo_v9-9117.php,vivo v9,1500,1,,19
834,719,0.01,682,129,https://www.gsmarena.com/apple_watch_series_3-8860.php,apple watch series 3 38mm,8500,10,,182
835,719,0.01,123,291,https://www.gsmarena.com/nokia_lumia_1020-5506.php,nokia lumia 1020,1300,3,,186
836,718,0.01,68,529,https://www.gsmarena.com/samsung_galaxy_ace_s5830-3724.php,samsung galaxy ace,500,3,,387
837,718,0.01,97,168,https://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,samsung j5 2016,600,1,,307
838,716,0.01,7,153,https://www.gsmarena.com/huawei_mate_40_pro-10528.php,huawei mate 40 pro,2900,3,,23
839,716,0.01,38,0,https://www.gsmarena.com/compare.php3?idPhone1=8733&idPhone2=8161,galaxy s8 vs pixel 2,150,1,,542
840,713,0.01,324,12,https://www.gsmarena.com/compare.php3?idPhone1=8064&idPhone2=7242,iphone 6s vs 7 specs,100,1,,1763
841,712,0.01,269,22,https://www.gsmarena.com/best_compact_phones_buyers_guide-review-2029.php,small smartphone,2200,10,,2191
842,710,0.01,57,87,https://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,j5 prime,700,1,,1046
843,709,0.01,112,30,https://www.gsmarena.com/samsung_galaxy_tab_3_10_1_p5210-5478.php,gt-p5210,1300,1,,348
844,708,0.01,200,240,https://www.gsmarena.com/sony_ericsson_xperia_arc_s-4134.php,xperia arc s,100,1,,124
845,707,0.01,695,155,https://www.gsmarena.com/samsung_galaxy_watch-9289.php,galaxy watch specs,600,1,,201
846,706,0.01,4,3,https://www.gsmarena.com/xiaomi_redmi_note_8-reviews-9814.php,xiaomi redmi note 8,20000,7,,0
847,703,0.01,101,141,https://www.gsmarena.com/samsung_galaxy_tab_2_7_0_p3100-4543.php,galaxy tablet 2 specifications,400,2,,1452
848,703,0.01,137,133,https://www.gsmarena.com/apple_ipad_pro_11_(2020)-10137.php,ipad pro 11 dimensions,400,1,Featured snippet,111
849,702,0.01,6,179,https://www.gsmarena.com/oppo_reno_10x_zoom-9654.php,oppo reno 10x zoom,2400,1,,0
850,701,0.01,6,133,https://www.gsmarena.com/honor_20-9615.php,honor 20,3000,1,,0
851,701,0.01,11,101,https://www.gsmarena.com/xiaomi_mi_mix_3_5g-9602.php,mi mix 3,2500,2,,155
852,699,0.01,58,391,https://www.gsmarena.com/htc_one_x-4320.php,htc one x,800,1,,123
853,698,0.01,68,94,https://www.gsmarena.com/asus_transformer_pad_tf300t-4596.php,tf300t,400,1,,124
854,697,0.01,17,237,https://www.gsmarena.com/samsung_galaxy_a72-10469.php,galaxy a72,700,1,,16
855,696,0.01,76,34,https://www.gsmarena.com/samsung_galaxy_light-5786.php,samsung galaxy light,450,1,,703
856,696,0.01,31,118,https://www.gsmarena.com/blackberry_key2-9187.php,blackberry key2,12000,5,,13
857,695,0.01,33,119,https://www.gsmarena.com/samsung_galaxy_xcover_pro-10001.php,galaxy xcover pro,2400,4,,439
858,692,0.01,178,8,https://www.gsmarena.com/samsung_galaxy_s7-reviews-7821.php,galaxy s7 review,1600,4,,2135
859,691,0.01,51,64,https://www.gsmarena.com/leeco_le_pro3-8344.php,leeco le pro 3,800,1,,160
860,690,0.01,204,48,https://www.gsmarena.com/top_10_phones_of_2017_best_cameras-news-28733.php,best phone cameras 2017,150,1,,183
861,690,0.01,81,100,https://www.gsmarena.com/htc_desire_816-6073.php,htc desire 816,700,1,,234
862,690,0.01,152,17,https://www.gsmarena.com/zte_maven-7355.php,zte maven,800,1,,271
863,689,0.01,39,39,https://www.gsmarena.com/asus_zenfone_3_zoom_ze553kl-8509.php,asus zenfone 3 zoom,200,1,,11
864,689,0.01,125,145,https://www.gsmarena.com/samsung_google_nexus_10_p8110-5084.php,nexus 10 specs,200,1,,622
865,688,0.01,8,105,https://www.gsmarena.com/xiaomi_mi_8_lite-9329.php,xiaomi mi 8 lite,2200,1,,0
866,687,0.01,65,39,https://www.gsmarena.com/alcatel_idol_4s_windows-8449.php,alcatel idol pro 4,250,1,,417
867,687,0.01,34,49,https://www.gsmarena.com/samsung_galaxy_tab_a_8_4_(2020)-10483.php,galaxy tab a 8.4,3300,7,,352
868,686,0.01,29,24,https://www.gsmarena.com/palm_treo_650-907.php,palmone treo650,500,3,,55
869,684,0.01,58,72,https://www.gsmarena.com/sony_xperia_z3_tablet_compact-6633.php,sony xperia z3 tablet compact,350,1,,253
870,682,0.01,16,89,https://www.gsmarena.com/realme_2_pro-9345.php,realme 2 pro,1000,1,,0
871,681,0.01,70,99,https://www.gsmarena.com/motorola_razr_v3i-1352.php,motorrola v3i,150,1,,281
872,681,0.01,20,47,https://www.gsmarena.com/lg_v30s_thinq-9090.php,lg v30 thinq,1500,1,,0
873,681,0.01,37,22,https://www.gsmarena.com/compare.php3?idPhone1=9848&idPhone2=10170,iphone se vs iphone 11,19000,13,,11
874,681,0.01,40,105,https://www.gsmarena.com/sony_xperia_x_compact-8292.php,xperia x compact,1000,1,,249
875,680,0.01,152,83,https://www.gsmarena.com/asus_transformer_tf101-3936.php,asus tf101,500,2,,216
876,679,0.01,12,3,https://www.gsmarena.com/samsung_galaxy_s21_5g-reviews-10626.php,galaxy s21 5g,6200,6,,1
877,679,0.01,6,82,https://www.gsmarena.com/zte_axon_30_ultra_5g_in_for_review-news-49148.php,zte axon,2100,1,Top stories,495
878,679,0.01,33,55,https://www.gsmarena.com/asus_zenfone_3_max_zc520tl-8207.php,zenfone 3 max,500,1,,75
879,679,0.01,140,606,https://www.gsmarena.com/samsung_i9000_galaxy_s-3115.php,galaxy s,4100,4,,599
880,678,0.01,161,7,https://www.gsmarena.com/alcatel_fierce_xl-7720.php,alcatel onetouch fierce xl,250,2,,177
881,677,0.01,19,3,https://www.gsmarena.com/coolpad_legacy-reviews-9960.php,coolpad legacy,16000,7,,82
882,677,0.01,8,76,https://www.gsmarena.com/lg_g8s_thinq-9608.php,lg g8s,1500,1,,0
883,676,0.01,9,68,https://www.gsmarena.com/redmi_note_10_5g_in_for_review-news-49221.php,xiaomi note 10,5600,1,Top stories,20
884,675,0.01,2,55,https://www.gsmarena.com/vivo_y81-9250.php,y81,600,1,,17
885,675,0.01,6,2,https://www.gsmarena.com/compare.php3?idPhone1=10386&idPhone2=10385,pixel 4a 5g vs pixel 5,3400,5,,0
886,674,0.01,10,171,https://www.gsmarena.com/nokia_8_1_(nokia_x7)-9342.php,nokia 8.1,2900,2,,11
887,673,0.01,8,49,https://www.gsmarena.com/samsung_galaxy_s20_plus_long_term-review-2213.php,s20+,6400,9,,0
888,673,0.01,4,91,https://www.gsmarena.com/zte_nubia_z20-9780.php,nubia z20,2300,1,,6
889,673,0.01,59,41,https://www.gsmarena.com/compare.php3?idPhone1=9256&idPhone2=9257,google pixel 3 xl specs,1800,3,,10
890,672,0.01,3,51,https://www.gsmarena.com/vivo_iqoo-9613.php,vivo iqoo,2600,1,,0
891,671,0.01,57,67,https://www.gsmarena.com/motorola_droid_x-3473.php,motorola droid x,350,1,,1678
892,670,0.01,75,1,https://www.gsmarena.com/motorola_moto_x_(2nd_gen)-reviews-6649.php,moto x2 reviews,250,1,,570
893,670,0.01,50,69,https://www.gsmarena.com/sony_xperia_z2_tablet_lte-6145.php,sony xperia z2 tablet,700,3,,283
894,669,0.01,10,119,https://www.gsmarena.com/xiaomi_redmi_6-9237.php,xiaomi redmi 6,1300,1,,17
895,668,0.01,26,8,https://www.gsmarena.com/t_mobile_revvl_4-10484.php,revvl 4,7400,7,,1
896,668,0.01,37,7,https://www.gsmarena.com/compare.php3?idPhone1=9320&idPhone2=8131,iphone 8 plus vs iphone xr,1500,3,,0
897,666,0.01,9,51,https://www.gsmarena.com/lenovo_z5-9222.php,lenovo z5,1500,1,,45
898,666,0.01,14,122,https://www.gsmarena.com/oppo_f7-9121.php,oppo f7,1400,1,,38
899,665,0.01,82,106,https://www.gsmarena.com/htc_evo_4g-3427.php,htc evo 4g spec,200,1,,169
900,663,0.01,2,97,https://www.gsmarena.com/lg_selling_velvet_2_pro_rollable_phone_to_employees_in_south_korea-news-49136.php,lg velvet,34000,7,Top stories,0
901,662,0.01,7,0,https://www.gsmarena.com/samsung_galaxy_watch3_and_watch_active2_receives_incremental_update-news-49344.php,samsung watch,285000,3,Top stories,558
902,662,0.01,10,1,https://www.gsmarena.com/compare.php3?idPhone1=10123&idPhone2=9896,pixel 4 vs 4a,3300,4,,0
903,661,0.01,29,146,https://www.gsmarena.com/samsung_galaxy_pocket_s5300-4612.php,samnsung galaxy pocket,400,1,,497
904,660,0.01,277,31,https://www.gsmarena.com/samsung_gear_s2_classic-7677.php,gear s2 classic,1700,4,,797
905,660,0.01,9,15,https://www.gsmarena.com/apple_iphone_11_upgrade_the_good_the_bad_and_the_ugly-news-39142.php,iphone 11 review,11000,8,,0
906,659,0.01,139,14,https://www.gsmarena.com/lg_g_pad_x_8_0-8081.php,lg g pad x 8.0,1100,3,,832
907,659,0.01,537,35,https://www.gsmarena.com/samsung_galaxy_s7_edge-pictures-7945.php,samsung galaxy s7 edge,23000,1,Sitelinks,1278
908,658,0.01,5,7,https://www.gsmarena.com/apple_iphone_12_mini-reviews-10510.php,iphone 12 mini review,9500,10,,0
909,657,0.01,100,31,https://www.gsmarena.com/compare.php3?idPhone1=9320&idPhone2=9318,iphone xr vs xs,9400,5,,0
910,656,0.01,16,33,https://www.gsmarena.com/zte_axon_9_pro-9069.php,zte axon 9,300,1,,137
911,655,0.01,22,135,https://www.gsmarena.com/xiaomi_redmi_5-8768.php,xiaomi redmi 5,800,1,,132
912,654,0.01,5,209,https://www.gsmarena.com/samsung_galaxy_m21-10111.php,m21,23000,3,,222
913,653,0.01,61,181,https://www.gsmarena.com/sony_ericsson_k800-1485.php,sony ericsson k800 i,100,1,,130
914,652,0.01,6,174,https://www.gsmarena.com/realme_5_pro-9801.php,realme 5 pro,1900,1,,0
