#,Traffic (desc),Traffic (Percent %),# of Keywords,Referring Domains,URL,Top Keyword,Its Volume,Position,Page URL inside,Traffic value
232,3388,0.07,599,108,https://www.gsmarena.com/motorola_moto_z_force-8093.php,moto z force,4400,1,,7813
233,3367,0.07,32,95,https://www.gsmarena.com/huawei_y6_(2019)-9620.php,y6,25000,2,,1570
234,3347,0.06,54,162,https://www.gsmarena.com/motorola_one_action-9739.php,motorola one action,19000,3,,270
235,3328,0.06,15,93,https://www.gsmarena.com/huawei_p_smart-8961.php,huawei p smart,7800,1,,22
236,3324,0.06,63,75,https://www.gsmarena.com/lg_v35_thinq-9191.php,lg v35,6500,1,,0
237,3323,0.06,28,143,https://www.gsmarena.com/samsung_galaxy_a90_5g-9795.php,galaxy a90,3600,1,,625
238,3314,0.06,8,129,https://www.gsmarena.com/huawei_p10_lite-8598.php,huawei p10 lite,6200,1,,0
239,3297,0.06,446,104,https://www.gsmarena.com/samsung_galaxy_tab_s3_9_7-8554.php,samsung galaxy tab s3,13000,5,,8182
240,3295,0.06,118,218,https://www.gsmarena.com/sony_xperia_xz_premium-8593.php,sony xperia xz premium,3600,1,,1307
241,3253,0.06,721,43,https://www.gsmarena.com/zte_zmax_pro-8096.php,zte zmax pro,3200,1,,1643
242,3244,0.06,21,338,https://www.gsmarena.com/samsung_galaxy_a21s-10239.php,samsung a21s,3600,1,,0
243,3209,0.06,1228,256,https://www.gsmarena.com/apple_iphone_5c-5690.php,iphone 5c,8900,4,,5380
244,3201,0.06,96,163,https://www.gsmarena.com/samsung_galaxy_j2-7357.php,samsung galaxy j2,5200,1,,6715
245,3196,0.06,489,398,https://www.gsmarena.com/motorola_moto_g-5831.php,moto g specs,1200,1,,2235
246,3133,0.06,25,165,https://www.gsmarena.com/huawei_p9_lite-7983.php,huawei p9 lite,5200,1,,877
247,3122,0.06,306,869,https://www.gsmarena.com/samsung_i9100_galaxy_s_ii-3621.php,samsung s2,2300,1,,3294
248,3103,0.06,217,339,https://www.gsmarena.com/oneplus_7_pro-9689.php,oneplus 7 pro specs,4200,1,,182
249,3080,0.06,252,50,https://www.gsmarena.com/motorola_moto_e_(2020)-10287.php,moto e specs,2100,1,,2909
250,3070,0.06,6,236,https://www.gsmarena.com/huawei_p40_pro-10152.php,huawei p40 pro,28000,3,,11
251,3059,0.06,21,150,https://www.gsmarena.com/samsung_galaxy_a50s-9806.php,samsung a50 specs,4700,2,,51
252,3051,0.06,140,55,https://www.gsmarena.com/motorola_moto_e4_plus-8722.php,moto e4 plus,5100,1,,262
253,3051,0.06,35,6,https://www.gsmarena.com/samsung_galaxy_a11-reviews-10132.php,galaxy a11,27000,6,,208
254,3034,0.06,26,24,https://www.gsmarena.com/samsung_galaxy_a20-reviews-9640.php,galaxy a20,54000,9,,123
255,3033,0.06,250,73,https://www.gsmarena.com/google_pixel_c-7826.php,google pixel c,3700,1,,1433
256,3021,0.06,952,361,https://www.gsmarena.com/google_pixel-8346.php,google pixel 1,6700,3,,1598
257,3020,0.06,518,100,https://www.gsmarena.com/samsung_galaxy_s7_active-8004.php,galaxy s7 active,4600,3,,4845
258,3010,0.06,11,173,https://www.gsmarena.com/lg_wing_5g-10442.php,lg wing,49000,9,,1
259,2996,0.06,658,614,https://www.gsmarena.com/apple_iphone_11-9848.php,iphone 11 specs,17000,4,,412
260,2949,0.06,49,57,https://www.gsmarena.com/zte_axon_m-8902.php,zte axon m,5100,1,,0
261,2940,0.06,11,260,https://www.gsmarena.com/huawei_p30_lite-9545.php,huawei p30 lite,16000,1,,0
262,2936,0.06,122,196,https://www.gsmarena.com/samsung_galaxy_note_10_1_n8000-4573.php,samsung galaxy note 10.1,3200,1,,3165
263,2909,0.06,493,298,https://www.gsmarena.com/samsung_i9190_galaxy_s4_mini-5375.php,samsung galaxy s4 mini,2400,1,,1539
264,2894,0.06,247,286,https://www.gsmarena.com/oneplus_5-8647.php,oneplus 5,21000,3,,1037
265,2890,0.06,1152,361,https://www.gsmarena.com/blackberry-phones-36.php,blackberry phone,34000,5,,1021
266,2867,0.06,52,210,https://www.gsmarena.com/xiaomi_mi_6-8507.php,xiaomi mi6,2600,1,,1165
267,2852,0.06,493,129,https://www.gsmarena.com/motorola_moto_e_(2nd_gen)-6986.php,moto e 2nd gen,800,1,,2642
268,2843,0.06,17,216,https://www.gsmarena.com/xiaomi_mi_9t-9738.php,xiaomi mi 9t,8600,1,,18
269,2842,0.06,16,127,https://www.gsmarena.com/motorola_one_vision-9647.php,motorola one vision,6500,1,,137
270,2827,0.05,1663,101,https://www.gsmarena.com/tmobile_offers_mom_a_free_iphone_12_with_eligible_tradein_this_weekend_only-news-49010.php,t mobile iphone 12,16000,8,,946
271,2821,0.05,11,171,https://www.gsmarena.com/xiaomi_mi_9t_pro-9791.php,xiaomi mi 9t pro,5800,1,,0
272,2816,0.05,6,104,https://www.gsmarena.com/redmi_note_8_2021_is_now_official_with_helio_g85_chipset_-news-49278.php,redmi note 8,27000,2,Top stories,3450
273,2802,0.05,17,82,https://www.gsmarena.com/playstation_5_consoles_will_be_hard_to_find_in_stores_even_in_2022_sony_warns-news-49029.php,sony playstation 5 stores,430000,16,,6
274,2800,0.05,28,125,https://www.gsmarena.com/sony_xperia_10-9353.php,sony xperia 10,5900,1,,806
275,2797,0.05,253,163,https://www.gsmarena.com/_essential_ph_1-8710.php,essential ph-1,1700,1,,178
276,2796,0.05,757,9,https://www.gsmarena.com/samsung_galaxy_s5_(usa)-6338.php,samsung s5 specs,1000,2,,4375
277,2783,0.05,11,129,https://www.gsmarena.com/motorola_one_zoom-9745.php,motorola one zoom,9200,1,,17
278,2773,0.05,229,248,https://www.gsmarena.com/samsung_galaxy_j5-7184.php,samsung galaxy j5,2400,1,,2922
279,2772,0.05,447,65,https://www.gsmarena.com/samsung_galaxy_tab_4_10_1-6247.php,samsung galaxy tab 4,10000,6,,3488
280,2755,0.05,15,58,https://www.gsmarena.com/huawei_introduces_matebook_d_14_d_15_with_2021_amd_ryzen-news-49326.php,ryzen 5,102000,4,Top stories,241
281,2754,0.05,13,63,https://www.gsmarena.com/oneplus_watch_cyberpunk_2077_limited_edition_now_on_preorder_in_china_with_cool_handshaped_stand-news-49291.php,cyber punk 2077,58000,2,Top stories,10
282,2709,0.05,313,188,https://www.gsmarena.com/oneplus_3t-8416.php,oneplus3t,1000,1,,802
283,2694,0.05,84,285,https://www.gsmarena.com/oneplus_7t-9816.php,oneplus 7t,86000,3,,71
284,2692,0.05,556,146,https://www.gsmarena.com/motorola_moto_z-8094.php,moto z droid,3000,1,,5014
285,2690,0.05,450,194,https://www.gsmarena.com/motorola_moto_g_(2nd_gen)-6647.php,moto g 2nd gen,600,1,,1624
286,2668,0.05,311,57,https://www.gsmarena.com/best_camera_phones_buyers_guide-review-2030.php,best camera phone,21000,6,,6643
287,2667,0.05,55,65,https://www.gsmarena.com/lg_q7-9206.php,lg q7,3700,1,,4591
288,2666,0.05,242,168,https://www.gsmarena.com/honor_8-8195.php,honor 8,4000,1,,1744
289,2664,0.05,54,93,https://www.gsmarena.com/motorola_moto_z4-9691.php,moto z4 specs,3800,1,,1536
290,2634,0.05,102,257,https://www.gsmarena.com/oneplus_7-9623.php,oneplus 7,62000,7,,7132
291,2607,0.05,1927,334,https://www.gsmarena.com/htc-phones-45.php,htc phones,8900,3,,3369
292,2594,0.05,87,260,https://www.gsmarena.com/samsung_galaxy_a5-6761.php,galaxy a5,2100,1,,3378
293,2589,0.05,392,88,https://www.gsmarena.com/lg_k10-7849.php,lg k10,3800,1,,3108
294,2564,0.05,38,47,https://www.gsmarena.com/samsung_galaxy_tab_s7_fe_support_page_goes_live_gains_bluetooth_sig_certification-news-49271.php,samsung galaxy s7,98000,6,Top stories,5521
295,2563,0.05,444,118,https://www.gsmarena.com/lg_x_power-8133.php,lg x power,2300,1,,3701
296,2556,0.05,1086,188,https://www.gsmarena.com/samsung_galaxy_s6_edge+-7467.php,samsung galaxy s6 edge plus,2800,3,,2549
297,2554,0.05,467,23,https://www.gsmarena.com/lg_stylo_3_plus-8694.php,lg stylo 3 plus,3700,1,,2324
298,2551,0.05,10,107,https://www.gsmarena.com/honor_9x-9931.php,honor 9x,9400,1,,5
299,2544,0.05,588,396,https://www.gsmarena.com/lg_g2-5543.php,lg g2,2400,1,,2894
300,2513,0.05,124,370,https://www.gsmarena.com/samsung_galaxy_z_flip-10054.php,galaxy z flip,37000,10,,130
301,2500,0.05,402,165,https://www.gsmarena.com/samsung_galaxy_note_10_1_(2014)-5677.php,sm-p600,1000,1,,1518
302,2458,0.05,59,40,https://www.gsmarena.com/lg_k40-9587.php,lg k40,20000,3,,71
303,2457,0.05,54,150,https://www.gsmarena.com/xiaomi_mi_max-8057.php,xiaomi mi max,2800,1,,627
304,2444,0.05,424,69,https://www.gsmarena.com/motorola_moto_g4_play-8104.php,moto g4 play,1800,1,,2447
305,2431,0.05,16,158,https://www.gsmarena.com/samsung_galaxy_a40-9642.php,samsung a40,6000,1,,0
306,2428,0.05,231,180,https://www.gsmarena.com/microsoft_lumia_950_xl-7263.php,lumia 950 xl,800,1,,999
307,2416,0.05,1300,683,https://www.gsmarena.com/apple_iphone_5-4910.php,apple iphone 5,1300,1,,3870
308,2407,0.05,3,61,https://www.gsmarena.com/redmi_note_8_2021_specs_processor_camera_display-news-49263.php,redmi note 8,27000,2,Top stories,3440
309,2407,0.05,221,454,https://www.gsmarena.com/apple_iphone_11_pro-9847.php,11 pro,21000,7,,174
310,2395,0.05,29,108,https://www.gsmarena.com/sony_xperia_xz3-9232.php,sony xperia xz3,2800,1,,906
311,2386,0.05,537,165,https://www.gsmarena.com/apple_ipad_pro_12_9_(2020)-10136.php,ipad pro 2020,98000,13,,1552
312,2385,0.05,275,343,https://www.gsmarena.com/sony_xperia_z3-6539.php,sony xperia z3,3800,1,,504
313,2368,0.05,483,104,https://www.gsmarena.com/samsung_galaxy_tab_e_9_6-7295.php,galaxy tab e,8300,6,,3070
314,2367,0.05,19,158,https://www.gsmarena.com/huawei_y9_prime_(2019)-9742.php,huawei y9 prime 2019,1800,1,,97
315,2367,0.05,41,265,https://www.gsmarena.com/xiaomi_redmi_note_5_pro-8893.php,redmi note 5 pro,1600,1,,322
316,2363,0.05,1537,265,https://www.gsmarena.com/lg-phones-20.php,lg phone models,600,1,,4775
317,2357,0.05,18,111,https://www.gsmarena.com/the_new_lenovo_yoga_pad_13_tablet_has_a_microhdmi_port_so_you_can_use_it_as_an_external_monitor-news-49296.php,lenovo tablet,31000,2,Top stories,3833
318,2350,0.05,199,199,https://www.gsmarena.com/sony_xperia_xz-8313.php,xperia xz,2000,1,,1169
319,2336,0.05,18,126,https://www.gsmarena.com/huawei_mate_20_x-9369.php,huawei mate 20 x,8100,1,,0
320,2327,0.05,78,147,https://www.gsmarena.com/honor_7x-8880.php,honor 7x,4700,1,,2476
321,2321,0.04,576,83,https://www.gsmarena.com/samsung_galaxy_tab_s2_8_0-7439.php,samsung galaxy tab s2,9600,6,,2186
322,2321,0.04,17,232,https://www.gsmarena.com/xiaomi_redmi_k20_pro-9708.php,redmi k20 pro,5100,1,,0
323,2316,0.04,558,259,https://www.gsmarena.com/htc_one_m9-6891.php,htc m9,800,1,,2170
324,2305,0.04,226,280,https://www.gsmarena.com/asus_zenfone_2_ze551ml-6917.php,asus zenfone 2,2400,1,,670
325,2291,0.04,235,219,https://www.gsmarena.com/htc_nexus_9-5823.php,nexus 9,4100,1,,1757
326,2289,0.04,38,109,https://www.gsmarena.com/sony_xperia_xz2_compact-9082.php,sony xperia xz2 compact,4100,1,,16
327,2287,0.04,466,84,https://www.gsmarena.com/samsung_galaxy_s6_active-7114.php,galaxy s6 active,2200,1,,2135
328,2278,0.04,38,92,https://www.gsmarena.com/best_phones_of_2020_the_winners-news-46794.php,best phones 2020,47000,9,,104
329,2274,0.04,12,100,https://www.gsmarena.com/huawei_mate_20_lite-9284.php,huawei mate 20 lite,5500,1,,0
330,2273,0.04,373,148,https://www.gsmarena.com/samsung_galaxy_tab_a_10_1_(2016)-8090.php,sm-t580,5900,4,,1467
331,2259,0.04,2129,270,https://www.gsmarena.com/motorola-phones-4.php,latest motorola phones,1200,5,,4493
332,2252,0.04,10,217,https://www.gsmarena.com/nokia_7_2-9833.php,nokia 7.2,16000,3,,307
333,2248,0.04,78,159,https://www.gsmarena.com/huawei_p8-7006.php,huawei p8,6400,1,,851
334,2239,0.04,475,217,https://www.gsmarena.com/samsung_galaxy_note_edge-6631.php,samsung note edge,800,1,,3065
335,2238,0.04,24,13,https://www.gsmarena.com/motorola_moto_e6-reviews-9682.php,moto e6,46000,7,,2600
336,2235,0.04,35,12,https://www.gsmarena.com/motorola_moto_e5_cruise-9575.php,moto e5 cruise,3000,1,,2
337,2227,0.04,69,15,https://www.gsmarena.com/compare.php3?idPhone1=9537&idPhone2=9536,s10 vs s10e,7600,3,,0
338,2217,0.04,77,231,https://www.gsmarena.com/nokia_6_1-8972.php,nokia 6.1,6500,1,,30
339,2210,0.04,8,51,https://www.gsmarena.com/zte_axon_10_pro-9695.php,zte axon 10 pro,6300,1,,13
340,2210,0.04,157,301,https://www.gsmarena.com/samsung_i8190_galaxy_s_iii_mini-5033.php,samsung galaxy s3 mini,1500,1,,1092
341,2189,0.04,113,82,https://www.gsmarena.com/asus_zenfone_3_deluxe_zs570kl-8129.php,asus zenfone 3 deluxe,1200,1,,579
342,2187,0.04,434,26,https://www.gsmarena.com/zte_blade_z_max-8290.php,zte blade z max,2900,1,,168
343,2182,0.04,158,113,https://www.gsmarena.com/razer_phone_2-9363.php,razer phone 2 specs,2400,1,,1464
344,2182,0.04,59,133,https://www.gsmarena.com/xiaomi_redmi_note_6_pro-9333.php,note 6,6200,4,,765
345,2178,0.04,11,82,https://www.gsmarena.com/huawei_y7_(2019)-9625.php,huawei y7,4200,1,,477
346,2171,0.04,227,42,https://www.gsmarena.com/compare.php3?idPhone1=8161&idPhone2=8523,s8 vs s8+,1000,3,,553
347,2170,0.04,20,131,https://www.gsmarena.com/huawei_mate_20-9367.php,huawei mate 20,5300,1,,0
348,2170,0.04,9,38,https://www.gsmarena.com/compare.php3?idPhone1=9963&idPhone2=9995,a51 vs a71,1800,1,,0
349,2166,0.04,70,256,https://www.gsmarena.com/samsung_i900_omnia-2422.php,sam sung omnia,500,3,,6651
350,2165,0.04,13,147,https://www.gsmarena.com/huawei_mate_10_lite-8857.php,huawei mate 10 lite,4100,1,,0
351,2164,0.04,11,217,https://www.gsmarena.com/realme_x2_pro-9904.php,realme x2 pro,8900,1,,8
352,2164,0.04,73,182,https://www.gsmarena.com/xiaomi_redmi_note_10_pro-10662.php,note 10 pro,9100,1,,21
353,2153,0.04,553,105,https://www.gsmarena.com/compare.php3?idPhone1=8064&idPhone2=8065,iphone 7 vs 7 plus,1100,3,,5547
354,2146,0.04,13,112,https://www.gsmarena.com/honor_9-8704.php,honor 9,5800,1,,1452
355,2134,0.04,9,250,https://www.gsmarena.com/xiaomi_mi_a3-9769.php,xiaomi mi a3,4800,1,,39
356,2133,0.04,323,128,https://www.gsmarena.com/microsoft_lumia_640_lte-7055.php,lumia 640,1100,1,,812
357,2131,0.04,20,161,https://www.gsmarena.com/oneplus_nord_n10_5g-10556.php,oneplus nord n10,8100,4,,0
358,2117,0.04,288,6,https://www.gsmarena.com/compare.php3?idPhone1=8064&idPhone2=7821,iphone 7 vs samsung s7,250,1,,7661
359,2105,0.04,5,87,https://www.gsmarena.com/energizer-phones-106.php,energizer phone,5300,1,,560
360,2095,0.04,173,140,https://www.gsmarena.com/razer_phone-8923.php,razer phone 1,1400,1,,147
361,2091,0.04,385,23,https://www.gsmarena.com/lg_k20_plus-8678.php,lg k20 plus specs,800,1,,1235
362,2076,0.04,382,211,https://www.gsmarena.com/samsung_galaxy_mega_6_3_i9200-5398.php,samsung galaxy mega,1200,1,,1208
363,2058,0.04,178,93,https://www.gsmarena.com/htc_one_a9-7576.php,htc one a9,1300,1,,1553
364,2053,0.04,144,318,https://www.gsmarena.com/nokia_6-6885.php,nokia 6,6000,1,,588
365,2047,0.04,900,153,https://www.gsmarena.com/apple_ipad_mini_2-5735.php,ipad mini 2,25000,5,,1078
366,2030,0.04,547,27,https://www.gsmarena.com/lg_g_stylo-7245.php,lg stylo specs,200,1,,1991
367,2029,0.04,215,214,https://www.gsmarena.com/huawei_mate_9-8073.php,huawei mate 9,5000,1,,1040
368,2026,0.04,39,219,https://www.gsmarena.com/samsung_galaxy_note20_5g-10325.php,note 20 specs,3000,2,,2
369,2025,0.04,41,197,https://www.gsmarena.com/samsung_galaxy_ace_2_i8160-4559.php,samusng galaxy ace 2,300,1,,2695
370,2021,0.04,183,251,https://www.gsmarena.com/xiaomi_mi_mix-8400.php,xiaomi mi mix,6700,2,,431
371,2011,0.04,641,40,https://www.gsmarena.com/lg_k7-7848.php,lg k7,1800,2,,2754
372,1998,0.04,857,58,https://www.gsmarena.com/samsung_galaxy_s8-pictures-8161.php,samsung s8,66000,1,Sitelinks,8773
373,1987,0.04,113,91,https://www.gsmarena.com/motorola_moto_g6_plus-9001.php,moto g6 specs,7100,3,,54
374,1973,0.04,5,26,https://www.gsmarena.com/xiaomi_redmi_note_8_2021-10919.php,redmi note 8,27000,3,,48
375,1972,0.04,101,343,https://www.gsmarena.com/samsung_galaxy_fold-9523.php,galaxy fold,111000,8,,4
376,1970,0.04,23,230,https://www.gsmarena.com/nokia_7_plus-9058.php,nokia 7 plus,4100,1,,61
377,1970,0.04,51,196,https://www.gsmarena.com/honor_8x-9313.php,honor 8x,7100,1,,357
378,1970,0.04,1260,87,https://www.gsmarena.com/amazon_fire_7-7609.php,kindle fire 7 specifications,300,1,,723
379,1949,0.04,404,491,https://www.gsmarena.com/samsung_galaxy_note_ii_n7100-4854.php,samsung galaxy note 2,1500,1,,2209
380,1948,0.04,551,227,https://www.gsmarena.com/samsung_galaxy_j7_(2016)-7870.php,samsung j7 2016,600,1,,2090
381,1943,0.04,568,499,https://www.gsmarena.com/htc_one-5313.php,htc one m7,1500,3,,743
382,1937,0.04,142,13,https://www.gsmarena.com/motorola_moto_e4_(usa)-8665.php,moto e4,9000,3,,48
383,1935,0.04,79,274,https://www.gsmarena.com/xiaomi_redmi_note_4-8531.php,redmi note 4,1900,1,,571
384,1924,0.04,178,20,https://www.gsmarena.com/apple_iphone_8_plus-pictures-8131.php,iphone 8 plus,191000,1,Sitelinks,15571
385,1918,0.04,160,159,https://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php,samsung j7 pro,2200,1,,1969
386,1918,0.04,564,8,https://www.gsmarena.com/compare.php3?idPhone1=8064&idPhone2=6378,iphone 6 vs iphone 7,1100,3,,5096
387,1916,0.04,867,26,https://www.gsmarena.com/samsung_galaxy_s7-pictures-7821.php,samsung s7,35000,1,Sitelinks,4298
388,1903,0.04,21,92,https://www.gsmarena.com/huawei_y5_(2019)-9675.php,y5,4500,1,,959
389,1903,0.04,84,202,https://www.gsmarena.com/samsung_galaxy_a7_(2018)-9340.php,samsung galaxy a7,7500,3,,2310
390,1896,0.04,37,127,https://www.gsmarena.com/nokia_7_1-9354.php,nokia 7.1,7300,1,,0
391,1875,0.04,472,140,https://www.gsmarena.com/apple_ipad_9_7_(2018)-9142.php,a1893,17000,3,,241
392,1845,0.04,510,437,https://www.gsmarena.com/oneplus_one-6327.php,oneplus one specs,200,1,,373
393,1828,0.04,836,605,https://www.gsmarena.com/apple_iphone_4-3275.php,iphone 4,24000,5,,2372
394,1823,0.04,300,413,https://www.gsmarena.com/apple_iphone_xs-9318.php,iphone xs specs,3800,2,,35
395,1812,0.04,198,232,https://www.gsmarena.com/blackberry_priv-7587.php,blackberry priv,5900,3,,1332
396,1805,0.03,142,112,https://www.gsmarena.com/motorola_moto_x_play-7454.php,moto x play,1300,1,,3149
397,1802,0.03,528,62,https://www.gsmarena.com/phones_best_battery_life_buyers_guide-review-2028.php,phones with best battery life,900,3,,5154
398,1799,0.03,298,80,https://www.gsmarena.com/samsung_galaxy_tab_s_10_5-6438.php,samsung galaxy tab s 10.5,1700,2,,1638
399,1787,0.03,1408,231,https://www.gsmarena.com/sony-phones-7.php,sony xperia model,200,1,,832
400,1772,0.03,54,135,https://www.gsmarena.com/sony_xperia_xz1_compact-8610.php,sony xperia xz1 compact,2300,1,,25
401,1765,0.03,79,316,https://www.gsmarena.com/xiaomi_mi_a1_(mi_5x)-8776.php,xiaomi mi a1,3900,1,,64
402,1760,0.03,591,4,https://www.gsmarena.com/compare.php3?idPhone1=8161,samsung s8,66000,1,Sitelinks,8040
403,1750,0.03,1315,77,https://www.gsmarena.com/microsoft-phones-64.php,lumina phones,200,1,,1654
404,1749,0.03,48,297,https://www.gsmarena.com/nokia_8-8522.php,nokia 8,7800,1,,1219
405,1735,0.03,31,118,https://www.gsmarena.com/honor_view_10-8938.php,honor view 10,2300,1,,0
406,1728,0.03,30,307,https://www.gsmarena.com/samsung_galaxy_a80-9659.php,galaxy a80,5200,3,,34
407,1726,0.03,19,4,https://www.gsmarena.com/alcatel_3v_(2019)-10042.php,alcatel 3v,9400,3,,0
408,1722,0.03,386,76,https://www.gsmarena.com/htc_desire_626-6968.php,htc desire 626,1200,1,,916
409,1709,0.03,33,83,https://www.gsmarena.com/lg_q6-8756.php,lg q6,3700,1,,4559
410,1701,0.03,155,218,https://www.gsmarena.com/microsoft_lumia_950-7262.php,lumia 950,1500,1,,540
411,1701,0.03,125,307,https://www.gsmarena.com/xiaomi_redmi_note_3-7863.php,xiaomi redmi note 3,1200,1,,448
412,1699,0.03,772,34,https://www.gsmarena.com/samsung_mwc_2016-review-1383.php,samsung s7,35000,1,Sitelinks,3459
413,1682,0.03,193,432,https://www.gsmarena.com/lg_nexus_4_e960-5048.php,lg nexus 4,400,1,,509
414,1682,0.03,623,12,https://www.gsmarena.com/samsung_galaxy_note_4_(usa)-6758.php,samsung galaxy note 4 sm n910t,150,1,,988
415,1682,0.03,25,68,https://www.gsmarena.com/latest_samsung_galaxy_note10_update_brings_camera_improvements-news-49168.php,galaxy note 10,150000,5,Top stories,1714
416,1680,0.03,569,59,https://www.gsmarena.com/samsung_galaxy_s8-review-1603.php,samsung s8,66000,1,Sitelinks,8024
417,1678,0.03,57,130,https://www.gsmarena.com/samsung_galaxy_j8-9205.php,samsung j8,3300,1,,4552
418,1666,0.03,314,152,https://www.gsmarena.com/apple_ipad_10_2_(2019)-9857.php,ipad a2197,9800,6,,684
419,1660,0.03,122,175,https://www.gsmarena.com/samsung_galaxy_tab_s7-10337.php,samsung galaxy tab s7,20000,7,,2435
420,1659,0.03,5,167,https://www.gsmarena.com/huawei_p40-10153.php,huawei p40,22000,4,,40
421,1653,0.03,4,106,https://www.gsmarena.com/nokia_3_1_plus-9364.php,nokia 3.1 plus,6800,1,,0
422,1652,0.03,108,185,https://www.gsmarena.com/samsung_galaxy_s5_mini-6252.php,s5 mini,700,1,,1113
423,1643,0.03,215,160,https://www.gsmarena.com/motorola_razr_v3-853.php,motorola razr v3,2000,1,,498
424,1640,0.03,102,94,https://www.gsmarena.com/hp_elite_x3-7954.php,hp elite x3,1900,1,,1389
425,1639,0.03,75,148,https://www.gsmarena.com/samsung_galaxy_a6_(2018)-9155.php,galaxy a6,4300,1,,2389
426,1631,0.03,122,184,https://www.gsmarena.com/samsung_galaxy_alpha-6573.php,galaxy alpha,700,1,,484
427,1627,0.03,28,105,https://www.gsmarena.com/motorola_moto_g_fast-10286.php,moto g fast,12000,5,,0
428,1625,0.03,13,254,https://www.gsmarena.com/samsung_galaxy_m31-10079.php,samsung m31,1400,1,,21
429,1624,0.03,189,271,https://www.gsmarena.com/reviews.php3,phone reviews,3300,3,,9206
430,1621,0.03,27,25,https://www.gsmarena.com/compare.php3?idPhone1=10237&idPhone2=9846,iphone 11 pro max vs iphone 12 pro max,11000,6,,1
431,1619,0.03,293,341,https://www.gsmarena.com/oneplus_6-9109.php,oneplus 6 specs,1700,2,,84
432,1607,0.03,23,57,https://www.gsmarena.com/apple_iphone_8_plus-review-1662.php,iphone 8 plus,191000,1,Sitelinks,14560
433,1606,0.03,35,292,https://www.gsmarena.com/xiaomi_mi_a2_(mi_6x)-9140.php,xiaomi mi a2,3400,1,,10
434,1605,0.03,34,15,https://www.gsmarena.com/iphone_8_plus_vs_galaxy_note8-review-1673.php,iphone 8 plus,191000,1,Sitelinks,14561
435,1604,0.03,201,163,https://www.gsmarena.com/honor_5x-7590.php,honor 5x,800,1,,622
436,1588,0.03,401,61,https://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,samsung galaxy j3 emerge,2000,3,,1345
437,1582,0.03,67,194,https://www.gsmarena.com/samsung_galaxy_a3-6762.php,galaxy a3,1500,1,,1768
438,1581,0.03,287,30,https://www.gsmarena.com/lg_g6_samsung_galaxy_s8_sony_xperia_xz_premium-review-1612.php,samsung s8,66000,1,Sitelinks,7837
439,1578,0.03,30,291,https://www.gsmarena.com/oneplus_nord-10289.php,oneplus nord,14000,6,,28
440,1576,0.03,292,82,https://www.gsmarena.com/motorola_droid_maxx-5604.php,motorola droid maxx,1100,1,,533
441,1573,0.03,6,0,https://www.gsmarena.com/apple_iphone_8_plus-3d-spin-8131.php,iphone 8 plus,191000,1,Sitelinks,14494
442,1572,0.03,43,189,https://www.gsmarena.com/xiaomi_mi_mix_3-9378.php,xiaomi mi mix 3,4600,1,,211
443,1571,0.03,106,200,https://www.gsmarena.com/samsung_galaxy_a8_(2018)-8886.php,galaxy a8,2500,1,,2239
444,1563,0.03,563,23,https://www.gsmarena.com/compare.php3?idPhone1=7242&idPhone2=6378,iphone 6 vs 6s,2100,4,,5101
445,1557,0.03,46,173,https://www.gsmarena.com/samsung_galaxy_j6-9203.php,samsung j6,3600,1,,1748
446,1550,0.03,122,19,https://www.gsmarena.com/compare.php3?idPhone1=8966&idPhone2=8161,s8 vs s9,1800,3,,0
447,1539,0.03,69,273,https://www.gsmarena.com/xiaomi_mi_4-6518.php,xiaomi mi4,1800,1,,428
448,1535,0.03,25,97,https://www.gsmarena.com/htc_u12+-9119.php,htc u12+,1300,1,,9
449,1530,0.03,68,77,https://www.gsmarena.com/sony_xperia_xa2_ultra-8985.php,sony xperia xa2 ultra,1400,1,,27
450,1530,0.03,42,27,https://www.gsmarena.com/compare.php3?idPhone1=9846&idPhone2=9319,xs max vs 11 pro max,1300,1,,0
451,1520,0.03,38,196,https://www.gsmarena.com/xiaomi_redmi_5_plus_(redmi_note_5)-8959.php,xiaomi redmi 5 plus,1100,1,,63
452,1520,0.03,159,60,https://www.gsmarena.com/samsung_galaxy_tab_pro_8_4-5946.php,galaxy tab pro 8.4,500,1,,1186
453,1519,0.03,236,168,https://www.gsmarena.com/samsung_galaxy_tab_2_10_1_p5100-4567.php,galaxy tab 2.0 specs,350,1,,2976
454,1518,0.03,2,157,https://www.gsmarena.com/xiaomi_redmi_8a-9897.php,redmi 8a,4700,1,,0
455,1517,0.03,303,145,https://www.gsmarena.com/best_midrange_allrounders_buyers_guide-review-2032.php,best mid range phone,6300,4,,3887
456,1512,0.03,147,112,https://www.gsmarena.com/samsung_galaxy_j7_(2017)-8675.php,samsung galaxy j7 2017,700,1,,1296
457,1510,0.03,28,227,https://www.gsmarena.com/xiaomi_mi_8-9065.php,xiaomi mi 8,9000,1,,280
458,1505,0.03,40,82,https://www.gsmarena.com/sony_xperia_xa2-8986.php,sony xperia xa2,2400,1,,41
459,1503,0.03,446,25,https://www.gsmarena.com/lg_stylus_2_plus-8079.php,lg stylo 2 plus,1400,3,,2313
460,1503,0.03,126,17,https://www.gsmarena.com/compare.php3?idPhone1=8161&idPhone2=7821,samsung s7 vs s8,800,1,,5121
